conversation_root_id,customer_text,apple_reply_text
307982,@AppleSupport my iPhone is very buggy since I’ve upgrade to iOS 11.0.2 please help,"@189530 No need to worry, we're here. Did you just update within 24 hours?"
310254,.@115858 i have an i phone 5c and i downloaded ios11 and tried to screen record and my shit blew the fuck up,@190082 We'd like to help. Could you elaborate on what's happening with the screen recording?
311879,@AppleSupport App Store and iTunes will not load after updating to iOS 11?!?! Please help,"@15431 We're here to help.  To better assist, what error or message do you receive when attempting the access those stores?"
321207,"@AppleSupport Please help me to downgrade to 10.3.3,can’t be charging phone twice a day. I have updated latest iOS 11.0.2 still no use😡",@192522 Wanted to let you know that we got your DMs and you can expect a response from us there shortly.
321211,"@AppleSupport  What is up with the Starz app not working in Gen 3 Apple TV...its blank and just says Uh oh, something went wrong",@192524 Let's get you connected to our Apple TV team. Please use this link to get in contact with them: https://t.co/IBIY3vMgPj
321410,@AppleSupport I updated my iPhone to the iOS 11.0.2 and now I have no service????,@192577 Help is here. Let's talk via DM and work on this together. We'll find the answer. Please tap here to continue: https://t.co/GDrqU22YpT
321775,"@115858 the two-factor authentication isn't working for me, not receiving the code you're meant to send to my line  (+254) Kenya",@192653 We're here for you. You'll want to reach out to our Apple ID team here: https://t.co/UJm15vmMM2
322331,@159974 @AppleSupport Mine keeps switching off!!,@192789 We want to check this out. Send us a DM and we will go from there. https://t.co/GDrqU22YpT
322653,@115858 @AppleSupport l'écran de l'#iPhone5S qui jaunit sur ses bords en vieillissant fait-il oui ou non l'objet d'une campagne de rappel même hors garantie ? https://t.co/aJUVpG8KU0,@192853 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
322663,@AppleSupport hello guys !!! my phone has a black screen and it says “ Iphone is disabled connect to Itunes “ i tried but still nothing.,@192858 We can assist you. We recommend the following steps: https://t.co/F1QfwW1u1N Let us know if we can help you further.
323442,Ever since iOS 11 my phone gets extremely hot and battery life is a joke! Please address this @AppleSupport @115858,"@193026 Let’s work towards a resolution together. To start, let us know which version of iOS 11 your iPhone is on."
324273,"@AppleSupport i already do this, but this pixels still come. 
Even when phone on, glitch and then what we see in video.",@193248 Let's continue working together in DM here: https://t.co/GDrqU22YpT
324547,"This new iOS update drains my battery like crazy. Fix that soon, please, @AppleSupport.
I’m not buying a new iPhone if that’s what you want.",@193313 We'd be happy to help. Are you experiencing this issue on the latest version of iOS 11.0.2?
325916,I got an notification on my phone and it messed up the whole screen recorder audio 😐 @115858 I hope y’all fix this,@167930 Thanks for reaching out. Can you clarify what you mean when you say it messed up the whole screen recorder audio please?
326390,".@AppleSupport I am not getting message notifications etc on time and every time I restart, i am bombarded with old msg notifications. See https://t.co/9L6z9wc0VF",@193756 We'd be happy to look into this with you. DM us to get started. https://t.co/GDrqU22YpT
326400,@AppleSupport Also in trouble with the Now playing app that remains on the watch even when I’m not playing music or watching a Netflix movie on my iPhone,@193757 We'd like to help so you can enjoy the watch and iPhone. Let's start by gathering the OS versions on the watch and iPhone.
327321,"I️ want to update my phone but then again I️m nervous my phone will be more buggy than I️t already is. @AppleSupport why does my phone be tweaking man, it’s a iPhone 7 Plus. It’s shouldn’t be randomly shutting off",@194019 We'd love to work with you to see what could be causing this behavior. Please meet us in DM to get started. https://t.co/GDrqU22YpT
328076,"@AppleSupport 
personal hotspot option is not showing in my iphone 5s plz guide me",@194214 Thanks for reaching out to us. We'd like to help. Have you been able to use this in the past?
328525,"@AppleSupport videos I shot a couple of days ago on my 7+ IOS 11 0 1 will not play on my MAC, see error msg attached. https://t.co/4qZvnZxkw4","@194331 Are any .mov files playing on your Mac? Check out this article for a few troubleshooting steps.
https://t.co/flHiL1fZ2e"
331391,@115858 hey guys just wanted to let you know I really hate the new iOS update and it's really confusing on the iPad so yeah.,@194897 We can understand how new iOS versions can be confusing at first. We want to provide the manual to you: https://t.co/hE9RsTuKbD
331661,"Hey fellow @115858 people, why are we all just chill about the fact that since the update, we have no battery? What gives, @AppleSupport? https://t.co/9J3hqVKRde","@194980 Having as long a battery life as possible is what we want for you. We've received your DM, and will continue there."
331665,"@115858 iPhone 6 is essentially a chocolate teapot since update, plz help",@194981 We'd love to help transform that back to a phone!  Please let us know more about what is happening with your device.
331738,Pinche actualización pedorra del iOS 11.0.2 está súper raro mi teclado tarda mucho en escribir cada que tecleo @115858 @AppleSupport 😡😡😡 https://t.co/iGjo6a21Ol,@194997 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
332071,"@AppleSupport Hi there - just rcvd a phone call from 7272795897 claiming to be Apple, re: breach in security with Apple ID. I did not reply",@195065 Thanks for letting us know. Take a look here for more information on phony support calls: https://t.co/LNMCdqt6fD
332497,@AppleSupport fix this new update please I hear static when I make calls 😑,@195172 We want your iPhone working for you; we'll do all we can to help. What model of iPhone and IOS version do you have?
333619,@115858 the new software has great stuff but the problems stink!,@195481 Please let us know of any issues you're experiencing since the update. We're happy to help get everything back on track.
336562,Hey @115858 what the hell is going on with iOS11? Internet speed is awful.,@196299 We want to help. Which iPhone model do you own?
337453,@115858 y tf y'all won't update my phone y'all got my phone turning black and glitching,@196525 We want your iPhone working for you; we'll do all we can to help. Connect with us in DM to get started. https://t.co/GDrqU22YpT
338927,iPhone restore from backup @AppleSupport did not resolve #iOS11 battery drain problem. I have had it on for less than 10 min &amp; it's lost 15%,@184062 We'd like to look into this with you. DM us and we'll get started. https://t.co/GDrqU22YpT
339963,@AppleSupport can somebody help me?,@197186 We're here for you! How may we help?
340202,@AppleSupport I haven’t seen my new music playlist in  for you fab several MONTHS.Noticed others having the same issue. How can this b fixed,"@197246 Are you referring to the curated ""New Music Mix"" in Apple Music? Let's take a look at this together in DM. https://t.co/GDrqU22YpT"
340544,@AppleSupport I’m currently using a messaging filter in IOS11 and works fine. But seems the Apple Watch can’t filter the messages.,@197336 Thanks for reaching out to us. Are you using a third-party application? Also what troubleshooting steps have you tried so far?
352168,"@AppleSupport Try to open ESPN app on my apple tvs 4th generation and 4k It won't open. Click on app, Wheel spins, goes back to app screen.",@199752 Our Apple TV team can help you with this issue! Please reach out to them using this link: https://t.co/IBIY3vMgPj
352835,"honestly fuck @115858 bc my phone has been freezing/lagging EVER SINCE i updated, im pissed",@199884 That's not the experience we want you to have. Which phone and iOS version are you using?
354589,"@AppleSupport what password is this referring to? It will not accept my iCloud, computer, or phone password https://t.co/tcZVKRuynn",@200281 Let's help.  Do you know if your iTunes backups are encrypted as shown here? https://t.co/s6tdVStcb2
356842,Dear @115858 &amp; @AppleSupport removing the auto play feature of @318 in the IOS11 update is #frustrating for commuters! 1/2,@200732 Thanks for reaching out! We'd recommend leaving that request on our feedback page: https://t.co/eTPVYVFyd8
359273,@AppleSupport I wish I didn’t upgrade to iOS 11 it crashes every single time I launch any application,@201083 We're happy to help in any way possible. What's the exact iOS version on your device? Check here: Settings &gt; General &gt; About.
